Model,Accuracy,F1 Score,Precision,Recall,ROC-AUC,TP,FP,TN,FN,Duration (seconds),Parameters
Random Forest kbest k:35,0.9529,0.75505,0.69937,0.82035,0.97909,7370,3168,89376,1614,13.63,
Random Forest rfe k:40,0.95285,0.75478,0.69916,0.82001,0.97911,7367,3170,89374,1617,13.83,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest CorrelationFiltering,0.95286,0.75482,0.69922,0.82001,0.97909,7367,3169,89375,1617,15.97,
Random Forest rfe k:30,0.95286,0.75474,0.69934,0.81968,0.97909,7364,3166,89378,1620,13.4,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:35,0.9527,0.75412,0.69827,0.81968,0.97909,7364,3182,89362,1620,12.9,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:35,0.95284,0.75464,0.69924,0.81957,0.97899,7363,3167,89377,1621,14.92,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:20,0.95278,0.75441,0.69884,0.81957,0.97897,7363,3173,89371,1621,11.02,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest kbest k:15,0.9528,0.75448,0.69897,0.81957,0.97908,7363,3171,89373,1621,10.21,
Random Forest rfe k:15,0.95281,0.75450,0.69908,0.81946,0.97897,7362,3169,89375,1622,12.25,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:35,0.95271,0.75411,0.69842,0.81946,0.97911,7362,3179,89365,1622,12.64,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest Base,0.95282,0.75446,0.69926,0.81912,0.97911,7359,3165,89379,1625,16.0,
Random Forest kbest k:30,0.95275,0.75419,0.69879,0.81912,0.97903,7359,3172,89372,1625,12.93,
Random Forest rfe k:20,0.95278,0.75425,0.69907,0.81890,0.97907,7357,3167,89377,1627,11.64,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:30,0.95271,0.75398,0.69860,0.81890,0.97886,7357,3174,89370,1627,11.84,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:40,0.95279,0.75427,0.69917,0.81879,0.97896,7356,3165,89379,1628,14.2,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest kbest k:40,0.95284,0.75446,0.69951,0.81879,0.97895,7356,3160,89384,1628,14.51,
Random Forest rfe k:40,0.95269,0.75376,0.69870,0.81823,0.97902,7351,3170,89374,1633,14.38,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
Random Forest rfe k:35,0.95281,0.75422,0.69950,0.81823,0.97910,7351,3158,89386,1633,14.87,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
k-Nearest Neighbors kbest k:5,0.95261,0.75322,0.69851,0.81723,0.97598,7342,3169,89375,1642,8.27,
k-Nearest Neighbors kbest k:10,0.95026,0.73660,0.69307,0.78595,0.97216,7061,3127,89417,1923,22.54,
Random Forest rfe k:5,0.94803,0.72484,0.68194,0.77349,0.97310,6949,3241,89303,2035,11.35,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 1, 'verbose': 0, 'warm_start': False}"
k-Nearest Neighbors kbest k:15,0.94666,0.71296,0.68060,0.74855,0.96756,6725,3156,89388,2259,48.97,
Decision Tree rfe k:30,0.94868,0.71810,0.69867,0.73865,0.95585,6636,2862,89682,2348,0.67,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:35,0.94867,0.71803,0.69864,0.73854,0.95616,6635,2862,89682,2349,0.78,
Decision Tree rfe k:5,0.94868,0.71807,0.69872,0.73854,0.95601,6635,2861,89683,2349,0.43,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:20,0.94868,0.71804,0.69876,0.73842,0.95577,6634,2860,89684,2350,0.62,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:15,0.94868,0.71798,0.69884,0.73820,0.95593,6632,2858,89686,2352,0.52,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:25,0.94862,0.71771,0.69833,0.73820,0.95613,6632,2865,89679,2352,0.63,
Decision Tree kbest k:5,0.94866,0.71787,0.69874,0.73809,0.95618,6631,2859,89685,2353,0.44,
Decision Tree rfe k:25,0.9486,0.71760,0.69822,0.73809,0.95596,6631,2866,89678,2353,0.66,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:15,0.94871,0.71804,0.69915,0.73798,0.95592,6630,2853,89691,2354,0.51,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:35,0.94863,0.71770,0.69860,0.73787,0.95580,6629,2860,89684,2355,0.71,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:30,0.94869,0.71793,0.69904,0.73787,0.95563,6629,2854,89690,2355,0.64,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:5,0.9486,0.71751,0.69835,0.73776,0.95610,6628,2863,89681,2356,0.45,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:40,0.94867,0.71782,0.69893,0.73776,0.95623,6628,2855,89689,2356,0.78,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:35,0.94863,0.71763,0.69868,0.73764,0.95563,6627,2858,89686,2357,0.68,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:35,0.94861,0.71752,0.69846,0.73764,0.95612,6627,2861,89683,2357,0.72,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree VarThreshold,0.94852,0.71717,0.69780,0.73764,0.95593,6627,2870,89674,2357,0.64,
Decision Tree rfe k:10,0.94851,0.71710,0.69777,0.73753,0.95639,6626,2870,89674,2358,0.49,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:25,0.94866,0.71769,0.69899,0.73742,0.95591,6625,2853,89691,2359,0.6,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:40,0.9486,0.71742,0.69847,0.73742,0.95572,6625,2860,89684,2359,0.79,
Decision Tree CorrelationFiltering,0.94863,0.71750,0.69873,0.73731,0.95583,6624,2856,89688,2360,0.95,
Decision Tree rfe k:20,0.94851,0.71704,0.69785,0.73731,0.95581,6624,2868,89676,2360,0.54,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:5,0.9486,0.71739,0.69851,0.73731,0.95606,6624,2859,89685,2360,0.43,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:35,0.94869,0.71775,0.69929,0.73720,0.95575,6623,2848,89696,2361,0.93,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:10,0.94858,0.71728,0.69841,0.73720,0.95522,6623,2860,89684,2361,0.45,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:30,0.94861,0.71737,0.69867,0.73709,0.95584,6622,2856,89688,2362,0.76,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree Base,0.94861,0.71737,0.69867,0.73709,0.95550,6622,2856,89688,2362,0.98,
Decision Tree rfe k:20,0.94863,0.71744,0.69882,0.73709,0.95597,6622,2854,89690,2362,0.59,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:10,0.9486,0.71730,0.69864,0.73698,0.95562,6621,2856,89688,2363,0.48,
Decision Tree rfe k:40,0.94859,0.71720,0.69865,0.73675,0.95604,6619,2855,89689,2365,0.76,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:30,0.94844,0.71658,0.69759,0.73664,0.95609,6618,2869,89675,2366,0.69,
k-Nearest Neighbors kbest k:20,0.945,0.70326,0.67287,0.73653,0.96261,6617,3217,89327,2367,51.87,
Decision Tree vif,0.94856,0.71702,0.69851,0.73653,0.95611,6617,2856,89688,2367,0.94,
Decision Tree rfe k:25,0.94848,0.71671,0.69792,0.73653,0.95576,6617,2864,89680,2367,0.64,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:40,0.94858,0.71710,0.69866,0.73653,0.95586,6617,2854,89690,2367,0.75,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:30,0.9485,0.71678,0.69807,0.73653,0.95547,6617,2862,89682,2367,0.65,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:15,0.94853,0.71687,0.69833,0.73642,0.95583,6616,2858,89686,2368,0.53,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:40,0.94847,0.71655,0.69802,0.73609,0.95565,6613,2861,89683,2371,0.74,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:10,0.94852,0.71674,0.69838,0.73609,0.95559,6613,2856,89688,2371,0.49,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:30,0.94852,0.71671,0.69843,0.73598,0.95557,6612,2855,89689,2372,0.67,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:10,0.94846,0.71648,0.69798,0.73598,0.95546,6612,2861,89683,2372,0.48,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:40,0.94857,0.71690,0.69880,0.73598,0.95547,6612,2850,89694,2372,0.8,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:35,0.94859,0.71695,0.69898,0.73586,0.95597,6611,2847,89697,2373,0.7,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:20,0.94847,0.71645,0.69814,0.73575,0.95590,6610,2858,89686,2374,0.58,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:15,0.94848,0.71646,0.69826,0.73564,0.95624,6609,2856,89688,2375,0.56,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:15,0.94842,0.71620,0.69786,0.73553,0.95525,6608,2861,89683,2376,0.53,
Decision Tree rfe k:20,0.94839,0.71605,0.69768,0.73542,0.95546,6607,2863,89681,2377,0.6,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:5,0.94849,0.71644,0.69841,0.73542,0.95595,6607,2853,89691,2377,0.43,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:15,0.94857,0.71666,0.69913,0.73508,0.95563,6604,2842,89702,2380,0.54,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:25,0.94847,0.71624,0.69843,0.73497,0.95580,6603,2851,89693,2381,0.63,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree kbest k:20,0.94848,0.71622,0.69859,0.73475,0.95576,6601,2848,89696,2383,0.58,
Decision Tree rfe k:10,0.94836,0.71569,0.69779,0.73453,0.95544,6599,2858,89686,2385,0.48,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
Decision Tree rfe k:25,0.94841,0.71582,0.69824,0.73431,0.95531,6597,2851,89693,2387,0.62,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 1, 'splitter': 'best'}"
k-Nearest Neighbors emb,0.94683,0.70784,0.68890,0.72785,0.95108,6539,2953,89591,2445,57.83,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'euclidean', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}"
k-Nearest Neighbors kbest k:25,0.94402,0.69611,0.66975,0.72462,0.96107,6510,3210,89334,2474,57.73,
k-Nearest Neighbors kbest k:35,0.94394,0.69542,0.66962,0.72329,0.96055,6498,3206,89338,2486,63.31,
k-Nearest Neighbors vif,0.9441,0.69599,0.67087,0.72306,0.96041,6496,3187,89357,2488,56.4,
k-Nearest Neighbors VarThreshold,0.9439,0.69517,0.66945,0.72295,0.96068,6495,3207,89337,2489,53.68,
k-Nearest Neighbors kbest k:30,0.94354,0.69341,0.66742,0.72150,0.96003,6482,3230,89314,2502,59.02,
k-Nearest Neighbors CorrelationFiltering,0.94367,0.69370,0.66852,0.72084,0.96016,6476,3211,89333,2508,56.87,
k-Nearest Neighbors kbest k:40,0.94353,0.69298,0.66777,0.72017,0.96021,6470,3219,89325,2514,63.66,
